,name,address,city,state,postal_code,stars,review_count,is_open,categories
183311,CorePower Yoga,"530 Brandywine Rd, Ste 420",Charlotte,NC,28209,4.5,8,1,"Active Life, Yoga, Fitness & Instruction"
183315,Johnston Memorial Branch YMCA,3025 N Davidson St,Charlotte,NC,28205,3.0,23,1,"Fitness & Instruction, Yoga, Active Life, Local Services, Gyms, Child Care & Day Care"
183599,Planet Fitness,1635 S Braddock Ave,Pittsburgh,PA,15218,3.5,42,1,"Trainers, Active Life, Gyms, Fitness & Instruction"
183618,Peak Fitness,"8109 University City Blvd, Unit A",Charlotte,NC,28213,3.0,3,1,"Fitness & Instruction, Gyms, Active Life"
183642,Lincoln Family YMCA,350 N 1st Ave,Phoenix,AZ,85003,3.5,52,1,"Gyms, Fitness & Instruction, Yoga, Local Services, Public Services & Government, Community Centers, Child Care & Day Care, Community Service/Non-Profit, Active Life, Trainers"
183819,EōS Fitness,"7501 W Lake Mead Blvd, Ste 109",Las Vegas,NV,89128,3.5,272,1,"Fitness & Instruction, Yoga, Gyms, Active Life, Pilates, Cardio Classes, Trainers"
183919,Ballantyne Golf Academy,13404 Ballantyne Corporate Pl,Charlotte,NC,28277,4.5,7,1,"Active Life, Golf Lessons, Fitness & Instruction"
183936,Club Sportif MAA,2070 Rue Peel,Montréal,QC,H3A 1W6,4.0,9,1,"Gymnastics, Active Life, Squash, Sports Clubs, Gyms, Fitness & Instruction, Swimming Pools"
183942,Beach Blast,15 Leswyn Road,North York,ON,M6A 1J8,2.5,5,1,"Event Planning & Services, Venues & Event Spaces, Amateur Sports Teams, Active Life, Fitness & Instruction, Day Camps"
183963,TruHit Fitness - Scottsdale Airpark,"14305 N 79th St, Ste H",Scottsdale,AZ,85260,4.5,31,1,"Gyms, Health & Medical, Active Life, Fitness & Instruction, Trainers, Weight Loss Centers"
184009,Planet Fitness,260 E Lake Mead Pkwy,Henderson,NV,89015,4.0,50,1,"Trainers, Fitness & Instruction, Active Life, Gyms"
184036,Gracie Barra Scottsdale,"16033 N 77th St, Ste B",Scottsdale,AZ,85260,4.0,11,1,"Active Life, Martial Arts, Fitness & Instruction"
184059,Zumba Dance Toronto,"1702 Eglinton Avenue W, Suite 71",Toronto,ON,M6E 2H5,2.5,3,1,"Active Life, Fitness & Instruction, Dance Studios"
184068,Russell Hill Chiropractic & Natural Health,565 Eglinton Avenue W,Toronto,ON,M5N 1B5,5.0,3,1,"Health & Medical, Active Life, Beauty & Spas, Chiropractors, Pilates, Acupuncture, Fitness & Instruction, Massage"
184113,Calgary Pilates Centre,"2424 - 4 Street SW, Ste 200",Calgary,AB,T2S 2T4,3.0,3,1,"Fitness & Instruction, Pilates, Active Life, Gyms"
184197,GoodLife Fitness,100 Yonge St,Toronto,ON,M5C 2W1,3.5,9,1,"Gyms, Fitness & Instruction, Trainers, Sports Clubs, Active Life"
184465,Zen Tai Studio Montreal,"5165 Chemin Queen Mary, Suite 511",Montréal,QC,H3W 1X7,2.0,3,1,"Yoga, Fitness & Instruction, Active Life"
184515,The Running Room Rosedale,1087 Yonge St,Toronto,ON,M4W 2L5,3.5,10,1,"Shopping, Sporting Goods, Fashion, Fitness & Instruction, Active Life, Sports Wear, Trainers"
184669,Desert Paddleboards,,Gilbert,AZ,85205,5.0,3,1,"Active Life, Paddleboarding, Pilates, Yoga, Fitness & Instruction"
184779,Ocotillo Village Health Club & Spa,4200 S Alma School Rd,Chandler,AZ,85248,4.0,43,1,"Beauty & Spas, Day Spas, Fitness & Instruction, Pilates, Gyms, Swimming Pools, Active Life, Yoga"
184837,Crossfit Quantum,"2 Thorncliffe Park Dr, Unit 36",Toronto,ON,M4H 1H2,5.0,8,1,"Active Life, Gyms, Fitness & Instruction"
184970,Planet Fitness,3630 W Southern Ave,Phoenix,AZ,85041,3.5,28,1,"Trainers, Active Life, Fitness & Instruction, Gyms"
185008,GoodLife Fitness,4025 Yonge Street,Toronto,ON,M2P 2E3,2.5,9,1,"Fitness & Instruction, Gyms, Active Life, Trainers, Beauty & Spas, Tanning"
185088,Aqua-Tots Swim Schools Central Phoenix,7824 N 12th St,Phoenix,AZ,85020,3.5,17,1,"Specialty Schools, Education, Fitness & Instruction, Active Life, Kids Activities, Swimming Lessons/Schools"
185089,Pure Fitness,939 Eglinton Avenue E,East York,ON,M4G 4E8,2.5,7,1,"Gyms, Trainers, Active Life, Fitness & Instruction"
185135,Gymkhana Gymnastics,4650 Old Frankstown Rd,Pittsburgh,PA,15239,3.0,4,1,"Gymnastics, Trainers, Gyms, Active Life, Fitness & Instruction"
185190,Oblong Yoga,56 Stewart Street,Toronto,ON,M5V 2V1,4.0,5,1,"Yoga, Active Life, Meditation Centers, Fitness & Instruction"
185191,Ninpo Martial Arts School & Equipment,3500 27 Street NE,Calgary,AB,T1Y 5E4,3.5,3,1,"Active Life, Shopping, Fitness & Instruction, Sporting Goods, Self-defense Classes, Specialty Schools, Martial Arts, Education"
185221,Snap Fitness Boulder City,1030 Nevada Hwy,Boulder City,NV,89005,5.0,4,1,"Gyms, Active Life, Trainers, Sports Clubs, Fitness & Instruction"
185307,Bushiken Karate Charlotte Dojo,"4822 Albemarle Rd, Ste 315",Charlotte,NC,28205,5.0,4,1,"Fitness & Instruction, Active Life, Karate, Martial Arts"
185379,The Back Rub Company,"7830 E Redfield Rd, Ste 12",Scottsdale,AZ,85260,5.0,8,1,"Nutritionists, Health & Medical, Yoga, Beauty & Spas, Massage, Fitness & Instruction, Active Life"
185397,Aquamermaid,431 E Bonanza,Las Vegas,NV,89101,2.5,6,1,"Kids Activities, Party & Event Planning, Venues & Event Spaces, Active Life, Fitness & Instruction, Swimming Lessons/Schools, Specialty Schools, Event Planning & Services, Education"
185413,Underground Fitness,"9822 N 7th St, Ste 2-3",Phoenix,AZ,85020,5.0,39,1,"Active Life, Trainers, Gyms, Fitness & Instruction, Health & Medical, Weight Loss Centers, Nutritionists"
185495,Gold's Gym - Calgary,2638 Country Hills Boulevard NE,Calgary,AB,T3N 1A7,1.5,4,1,"Fitness & Instruction, Active Life, Gyms"
185496,Karate Charlotte,8173 Ardrey Kell Rd,Charlotte,NC,28277,5.0,5,1,"Martial Arts, Karate, Fitness & Instruction, Active Life"
185523,Swim Mac Carolina,9850 Providence Rd,Charlotte,NC,28277,3.5,4,1,"Swimming Lessons/Schools, Active Life, Swimming Pools, Specialty Schools, Fitness & Instruction, Education"
185570,Ignite Yoga,14130 W Indian School,Goodyear,AZ,85395,4.5,19,1,"Beauty & Spas, Fitness/Exercise Equipment, Active Life, Food, Shopping, Coffee & Tea, Fitness & Instruction, Yoga, Sports Clubs"
185647,Relson Gracie Jiu Jitsu,"693 Valle Verde Dr, Ste 7",Henderson,NV,89014,5.0,4,1,"Fitness & Instruction, Active Life, Martial Arts, Brazilian Jiu-jitsu, Self-defense Classes"
185717,Desert Sands Golf Course,1922 South 74th St,Mesa,AZ,85209,2.0,8,1,"Arts & Entertainment, Active Life, Sporting Goods, Country Clubs, Fitness & Instruction, Golf Lessons, Golf Equipment, Golf, Shopping"
185724,Willow Wellness Center,"6609 N Scottsdale Rd, Ste 101",Scottsdale,AZ,85250,3.5,26,1,"Active Life, Pilates, Fitness & Instruction, Weight Loss Centers, Trainers, Cryotherapy, Beauty & Spas, Health & Medical, Massage"
185777,Centre Stage Dance Studio,"7399 E Tierra Buena Ln, Ste 102",Scottsdale,AZ,85260,4.5,7,1,"Dance Schools, Education, Specialty Schools, Fitness & Instruction, Dance Studios, Active Life, Kids Activities"
185858,CoreCrossFit,902 E McKinley St,Phoenix,AZ,85006,5.0,18,1,"Physical Therapy, Fitness & Instruction, Trainers, Health & Medical, Active Life, Gyms"
185970,F45 Training Summerlin,"1000 S Rampart Blvd, Ste 12",Las Vegas,NV,89145,4.5,60,1,"Circuit Training Gyms, Active Life, Fitness & Instruction, Trainers, Interval Training Gyms, Gyms"
186052,TruHit Fitness - Norterra,"1125 W Pinnacle Peak Rd, Ste 135",Phoenix,AZ,85027,5.0,4,1,"Active Life, Fitness & Instruction, Gyms"
186065,Whitehall Health Center & Laser Spa,4609 Clairton Blvd,Pittsburgh,PA,15236,3.5,7,1,"Naturopathic/Holistic, Fitness & Instruction, Active Life, Doctors, Chiropractors, Health & Medical, Medical Spas, Beauty & Spas"
186119,GoodLife Fitness,100 City Centre Dr,Mississauga,ON,L5B 2C9,2.0,18,1,"Sports Clubs, Active Life, Fitness & Instruction, Trainers, Gyms"
186137,Hourglass Workout,"9885 Markham Rd, #202",Markham,ON,L3P 3J3,4.5,3,1,"Fitness & Instruction, Active Life, Boot Camps, Trainers"
186164,Pure Barre - Charlotte Ballantyne,"8430 Rea Rd, Ste 120",Charlotte,NC,28277,4.0,4,1,"Active Life, Barre Classes, Fitness & Instruction, Skin Care, Beauty & Spas"
186268,Dragonfly Pilates,"5518 Walnut St, Ste C",Pittsburgh,PA,15232,4.5,15,1,"Active Life, Pilates, Fitness & Instruction"
186282,Capital Fitness,15 N Butler St,Madison,WI,53703,4.0,45,1,"Massage, Yoga, Active Life, Fitness & Instruction, Gyms, Trainers, Beauty & Spas, Health & Medical"
186316,Banas Sports Therapy,"425 W Guadalupe Rd, Ste 114",Gilbert,AZ,85233,5.0,3,1,"Physical Therapy, Nutritionists, Doctors, Sports Medicine, Chiropractors, Active Life, Weight Loss Centers, Fitness & Instruction, Trainers, Health & Medical"
186368,Veterans Memorial Leisure Services Center,101 N Pavilion Center Dr,Las Vegas,NV,89144,3.5,18,1,"Leisure Centers, Recreation Centers, Fitness & Instruction, Active Life, Gyms"
186424,Chemagne Dance Studio,899 Bloor St W,Toronto,ON,M6H 1L1,4.5,3,1,"Active Life, Fitness & Instruction, Dance Studios"
186588,Lifemark Father David Bauer Arena,2424 University Drive NW,Calgary,AB,T2N 3Y9,1.5,3,1,"Gyms, Active Life, Physical Therapy, Fitness & Instruction, Health & Medical"
186636,Hope Yoga,21571 Lorain Rd,Fairview Park,OH,44126,5.0,3,1,"Fitness & Instruction, Active Life, Health & Medical, Yoga, Prenatal/Perinatal Care, Meditation Centers"
186666,Tone Your Temple Fitness Studio,"11205 Lawyers Rd, Ste D",Charlotte,NC,28227,4.5,3,1,"Trainers, Weight Loss Centers, Health & Medical, Fitness & Instruction, Active Life"
186735,Contrology Pilates,7980 W Sahara Ave,Las Vegas,NV,89117,2.5,6,1,"Pilates, Fitness & Instruction, Active Life"
186860,No Limits Scuba,"3875 W Ray Rd, Ste 2",Chandler,AZ,85226,5.0,59,1,"Travel Services, Dive Shops, Sporting Goods, Education, Scuba Diving, Active Life, Diving, Specialty Schools, Hotels & Travel, Shopping, Fitness & Instruction, Swimming Lessons/Schools, Swimming Pools"
186870,Crossfit Colosseum,"222 Islington Ave, Unit #4",Toronto,ON,M8V,4.5,6,1,"Active Life, Fitness & Instruction, Gyms"
186938,Modern Salon & Spa,6908 B Phillips Pl Ct,Charlotte,NC,28210,4.0,63,1,"Active Life, Makeup Artists, Yoga, Hair Removal, Hair Salons, Fitness & Instruction, Day Spas, Massage, Beauty & Spas, Nail Salons"
186968,Bally's Las Vegas Fitness Center,3645 S Las Vegas Blvd,Las Vegas,NV,89109,3.5,51,1,"Active Life, Beauty & Spas, Fitness & Instruction, Massage, Gyms, Massage Therapy, Health & Medical"
186969,Red Rock Climbing Center,"8201 W Charleston Blvd, Ste 150",Las Vegas,NV,89117,3.5,83,1,"Team Building Activities, Rock Climbing, Event Planning & Services, Gyms, Active Life, Fitness & Instruction"
187024,SNJ Fitness,7419 E Helm Dr,Scottsdale,AZ,85260,5.0,3,1,"Health & Medical, Trainers, Active Life, Weight Loss Centers, Gyms, Yoga, Fitness & Instruction"
187041,Pinnacle Health & Fitness,44 E Mifflin St,Madison,WI,53703,4.0,9,1,"Active Life, Gyms, Fitness & Instruction"
187085,Pure Barre - Pittsburgh Mt. Lebanon,1612 Cochran Rd,Pittsburgh,PA,15220,5.0,7,1,"Fitness & Instruction, Barre Classes, Active Life"
187195,Yogaspace,148 Ossington Avenue,Toronto,ON,M6J 2Z5,4.5,27,1,"Fitness & Instruction, Active Life, Yoga, Education, Specialty Schools"
187353,Camelback Village Racquet & Health Club,4444 E Camelback Rd,Phoenix,AZ,85018,4.0,95,1,"Fitness & Instruction, Tennis, Active Life, Beauty & Spas, Gyms, Trainers, Sports Clubs, Swimming Pools, Day Spas, Pilates, Yoga, Hair Salons"
187369,Planet Fitness,3202 E Greenway Rd,Phoenix,AZ,85032,3.5,11,1,"Trainers, Shopping, Fitness & Instruction, Gyms, Fitness/Exercise Equipment, Active Life"
187439,The Fitness Doctor,"8551 E Anderson Dr, Ste 101",Scottsdale,AZ,85255,5.0,5,1,"Active Life, Trainers, Fitness & Instruction"
187674,Margoa Aquatic Bodywork,Rainbow Blvd & Vegas Dr,Las Vegas,NV,89108,5.0,16,1,"Health & Medical, Physical Therapy, Naturopathic/Holistic, Swimming Pools, Doctors, Active Life, Medical Spas, Day Spas, Hydrotherapy, Recreation Centers, Beauty & Spas, Fitness & Instruction, Yoga, Massage, Massage Therapy, Chiropractors"
187699,AZ Prestige Gymnastics & Cheer,3343 W Greenway Rd,Phoenix,AZ,85053,4.5,8,1,"Active Life, Gyms, Gymnastics, Fitness & Instruction, Summer Camps, Education, Cheerleading, Sports Clubs, Specialty Schools"
187790,Jazzercise Charlotte Fitness Center,"1600 E Woodlawn Rd, Ste 300",Charlotte,NC,28209,5.0,15,1,"Dance Studios, Gyms, Fitness & Instruction, Active Life, Trainers"
187962,CorePower Yoga,1004 S Mill Ave,Tempe,AZ,85281,4.5,24,1,"Yoga, Shopping, Active Life, Sports Wear, Sporting Goods, Fashion, Fitness & Instruction"
187983,Avalon Salon & Spa,1516 11th Street SW,Calgary,AB,T2R 1G9,3.0,17,1,"Hair Removal, Day Spas, Waxing, Gyms, Fitness & Instruction, Hair Salons, Barbers, Active Life, Beauty & Spas"
188033,Vision Yoga & Wellness,1861 W 25th St,Cleveland,OH,44113,4.5,33,1,"Pilates, Fitness & Instruction, Yoga, Health & Medical, Beauty & Spas, Acupuncture, Massage, Active Life"
188046,Hammer Crossfit,"8615 W Kelton Ln, Ste 301",Peoria,AZ,85382,5.0,8,1,"Active Life, Interval Training Gyms, Gyms, Trainers, Fitness & Instruction"
188059,Anytime Fitness,8257 E Guadalupe Rd,Mesa,AZ,85212,3.0,21,1,"Active Life, Fitness & Instruction, Trainers, Gyms"
188137,MADabolic Elizabeth-Charlotte,"2115 E 7th St, Ste 104",Charlotte,NC,28204,4.5,7,1,"Fitness & Instruction, Active Life, Gyms"
188187,Elite Dance Academy,"13365 W Foxfire Dr, Ste 4",Surprise,AZ,85378,4.0,4,1,"Dance Studios, Active Life, Performing Arts, Fitness & Instruction, Arts & Entertainment"
188197,My Gym lake Norman,16610 W Catawba Ave,Huntersville,NC,28078,5.0,3,1,"Fitness & Instruction, Active Life, Kids Activities, Summer Camps, Dance Studios, Gymnastics"
188212,CrossFit Upper Limit,3143 E Greenway Rd,Phoenix,AZ,85032,5.0,10,1,"Gyms, Fitness & Instruction, Active Life, Trainers, Interval Training Gyms, Yoga"
188252,Carlson Gracie Jiu Jitsu,"10890 S Eastern Ave, Ste 106",Henderson,NV,89052,5.0,7,1,"Gyms, Fitness & Instruction, Active Life, Education, Martial Arts"
188329,Brown's Gymnastics,"5277 Cameron St, Ste 160",Las Vegas,NV,89118,3.0,27,1,"Child Care & Day Care, Event Planning & Services, Fitness & Instruction, Party & Event Planning, Active Life, Local Services, Gymnastics"
188340,Éconofitness,3720 Avenue Van Horne,Montréal,QC,H3S 1R8,3.0,3,1,"Fitness & Instruction, Gyms, Active Life"
188418,CrossFit Celsius,13260 W Foxfire Dr,Surprise,AZ,85374,5.0,5,1,"Fitness & Instruction, Active Life, Gyms, Interval Training Gyms"
188423,GoodLife Fitness,80 Bloor Street W,Toronto,ON,M5S 2V1,3.0,18,1,"Fitness & Instruction, Cardio Classes, Gyms, Active Life, Health & Medical, Weight Loss Centers, Sports Clubs, Trainers"
188426,Yoga Phoenix,1197 E Oak St,Phoenix,AZ,85006,5.0,13,1,"Active Life, Fitness & Instruction, Yoga, Local Services"
188427,Phoenix Fitness,10160 North 67th Ave,Glendale,AZ,85302,3.0,11,1,"Fitness & Instruction, Gyms, Active Life"
188527,MODO Yoga NDG,"4260 Avenue Girouard, Suite 300",Montréal,QC,H4A 3C9,3.5,14,1,"Beauty & Spas, Active Life, Yoga, Health & Medical, Fitness & Instruction, Massage, Nutritionists, Pilates"
188582,barre3 Cleveland - Legacy Village,24731 Cedar Rd,Lyndhurst,OH,44124,4.5,4,1,"Active Life, Fitness & Instruction, Barre Classes, Yoga, Pilates"
188616,Get Hep Swing,15300 Detroit Ave,Cleveland,OH,44107,5.0,3,1,"Specialty Schools, Dance Studios, Active Life, Performing Arts, Education, Arts & Entertainment, Dance Schools, Fitness & Instruction"
188618,GoodLife Fitness,"3389 Steeles Avenue E, Suite 120",North York,ON,M2H 3S7,3.0,21,1,"Active Life, Gyms, Trainers, Sports Clubs, Fitness & Instruction"
188702,Mindful Movement Centre,"68 Scollard Street, Suite 301",Toronto,ON,M5R 3K8,4.0,8,1,"Fitness & Instruction, Pilates, Active Life, Yoga"
188778,Ballantyne Kicks,15105-H John J Delaney Dr,Charlotte,NC,28277,5.0,3,1,"Martial Arts, Active Life, Fitness & Instruction, Trainers"
188810,FitBarre,4663 E Cactus Rd,Phoenix,AZ,85032,5.0,26,1,"Cardio Classes, Fitness & Instruction, Barre Classes, Active Life, Yoga, Gyms"
188855,Prairie Athletic Club,1010 N Bird St,Sun Prairie,WI,53590,4.0,22,1,"Active Life, Trainers, Water Parks, Sports Clubs, Fitness & Instruction, Gyms, Yoga, Circuit Training Gyms"
189011,Fitpro Therapy & Wellness,"5175 Jerry Tarkanian Way, Ste 7205",Las Vegas,NV,89148,5.0,5,1,"Fitness & Instruction, Trainers, Professional Services, Life Coach, Massage Therapy, Nutritionists, Health & Medical, Active Life"
189037,Fitness Evolution RR,19900 Ingersoll Dr,Rocky River,OH,44116,5.0,3,1,"Active Life, Cycling Classes, Boot Camps, Fitness & Instruction, Trainers, Gyms, Health & Medical, Weight Loss Centers"
189112,EōS Fitness,15277 W McDowell Rd,Goodyear,AZ,85395,2.5,20,1,"Trainers, Active Life, Cardio Classes, Gyms, Fitness & Instruction"
189171,GoodLife Fitness,303-505 Main Street SW,Airdrie,AB,T4B 3K3,2.0,3,1,"Active Life, Sports Clubs, Gyms, Trainers, Fitness & Instruction"
189319,Las Vegas Fitbody Bootcamp,"6475 North Decatur Blvd, Ste 170",Las Vegas,NV,89131,4.5,21,1,"Gyms, Boot Camps, Active Life, Circuit Training Gyms, Fitness & Instruction"
189364,The Camp Transformation Center - Las Vegas West,"7885 W Sahara Ave, Units 104, 105, 106",Las Vegas,NV,89117,5.0,4,1,"Health & Medical, Fitness & Instruction, Gyms, Weight Loss Centers, Active Life"
189533,Tumblebus,"7835 S Rainbow Blvd, Ste 4-39",Las Vegas,NV,89139,4.0,4,1,"Kids Activities, Playgrounds, Gyms, Active Life, Party Bus Rentals, Fitness & Instruction, Event Planning & Services, Gymnastics, Party & Event Planning"
189546,Burn It Build It Fitness,6239 N 7th St,Phoenix,AZ,85014,5.0,4,1,"Fitness & Instruction, Gyms, Active Life"
189558,Orangetheory Fitness Rocky River,19800 Center Ridge Rd,Rocky River,OH,44116,4.0,15,1,"Boot Camps, Active Life, Fitness & Instruction, Gyms, Trainers, Interval Training Gyms"
189559,KJ Taekwondo,"4669 W Ann Rd, Ste 103",Las Vegas,NV,89031,5.0,3,1,"Sports Clubs, Fitness & Instruction, Taekwondo, Active Life, Martial Arts"
189583,Spire Health Club,3927 East Indian School,Phoenix,AZ,85018,5.0,14,1,"Gyms, Fitness & Instruction, Nutritionists, Health & Medical, Trainers, Active Life"
189584,Jabz Boxing - Chandler,"941 W Elliot Rd, Ste 7",Chandler,AZ,85225,5.0,12,1,"Active Life, Trainers, Fitness & Instruction, Martial Arts, Boxing, Kickboxing"
189609,The Body Lab,"4414 E Camelback Rd, Ste 106A",Phoenix,AZ,85018,4.5,34,1,"Fitness & Instruction, Active Life, Yoga, Cardio Classes, Pilates"
189655,Fight Prime Training Center,1820 S Park St,Madison,WI,53713,4.5,5,1,"Gyms, Active Life, Trainers, Martial Arts, Fitness & Instruction"
189722,Dancers Domain,"13610 N Scottsdale Rd, Ste 20",Scottsdale,AZ,85254,5.0,4,1,"Dance Studios, Active Life, Fitness & Instruction"
189730,Gold Medal Gymnastics,"1700 E Elliot Rd, Ste 9",Tempe,AZ,85284,4.5,11,1,"Fitness & Instruction, Gymnastics, Active Life, Gyms"
189903,Toronto BJJ,813 Bloor Street W,Toronto,ON,M6G 1L8,4.0,10,1,"Fitness & Instruction, Shopping, Active Life, Sporting Goods, Martial Arts, Education, Specialty Schools"
189958,Las Vegas Athletic Club,9065 S Eastern Ave,Las Vegas,NV,89123,3.0,428,1,"Trainers, Gyms, Active Life, Fitness & Instruction"
189965,Wellness To the People,"2045 Atwood Ave, Ste 105",Madison,WI,53704,5.0,3,1,"Acupuncture, Health & Medical, Massage Therapy, Massage, Yoga, Beauty & Spas, Active Life, Fitness & Instruction"
190014,CTOWN CrossFit,1678 Leonard St,Cleveland,OH,44113,5.0,3,1,"Gyms, Active Life, Boot Camps, Fitness & Instruction, Interval Training Gyms, Trainers"
190088,The Health Club at Southpointe,333 Technology Dr,Canonsburg,PA,15317,4.0,7,1,"Active Life, Fitness & Instruction, Trainers, Pilates, Gyms"
190106,FYZICAL Therapy & Balance Centers,"9070 W Cheyenne Ave, Ste 100",Las Vegas,NV,89129,4.5,59,1,"Education, Specialty Schools, Trainers, Physical Therapy, Pilates, Doctors, Health & Medical, Active Life, Fitness & Instruction, Sports Medicine, Massage, Massage Therapy, Audiologist, Beauty & Spas"
190131,Just Dance!,"2976 N Alma School Rd, Ste 1",Chandler,AZ,85224,4.5,16,1,"Performing Arts, Arts & Entertainment, Active Life, Fitness & Instruction, Dance Studios"
190263,Rodriquez Boxing Club,1350 W Roosevelt St,Phoenix,AZ,85007,2.0,4,1,"Boxing, Active Life, Fitness & Instruction, Gyms"
190269,Ultimate Kombat Fitness,960 E Warner Rd,Chandler,AZ,85225,5.0,11,1,"Active Life, Fitness & Instruction, Boxing, Gyms, Brazilian Jiu-jitsu, Martial Arts, Kickboxing"
190446,The Little Gym,20707 Chagrin Blvd,Shaker Heights,OH,44122,5.0,4,1,"Fitness & Instruction, Summer Camps, Venues & Event Spaces, Event Planning & Services, Kids Activities, Active Life, Gyms"
190507,GoodLife Fitness,"1937 Ravenscroft Rd, Unit 1B",Ajax,ON,L1T 0K4,3.5,6,1,"Gyms, Fitness & Instruction, Trainers, Active Life, Sports Clubs"
190568,Jabz Boxing  Happy Valley,"2005 W Happy Valley Rd, Ste 140",Phoenix,AZ,85085,5.0,19,1,"Trainers, Boot Camps, Active Life, Fitness & Instruction, Gyms, Boxing"
190582,solidcore Pittsburgh,6133 Spirit St,Pittsburgh,PA,15206,5.0,4,1,"Pilates, Fitness & Instruction, Active Life"
190713,GoodLife Fitness,301 High Tech Rd,Richmond Hill,ON,L4B 4R2,3.0,6,1,"Fitness & Instruction, Trainers, Gyms, Active Life, Sports Clubs"
190799,MINDSET Brain Gym Toronto,62 Cumberland Street,Toronto,ON,M4W 1J5,5.0,7,1,"Books, Mags, Music & Video, Professional Services, Bookstores, Fitness & Instruction, Shopping, Health & Medical, Sleep Specialists, Life Coach, Meditation Centers, Active Life"
190997,Everybitfit,"15050 N Northsight Blvd, Ste 103",Scottsdale,AZ,85260,5.0,11,1,"Gyms, Barre Classes, Fitness & Instruction, Trainers, Health & Medical, Boxing, Active Life, Weight Loss Centers, Boot Camps"
191010,Carolina Yoga,"1309 Broadcloth St, Ste 104",Fort Mill,SC,29715,5.0,5,1,"Active Life, Fitness & Instruction, Yoga"
191040,ScaledFitness,"10420 S Decatur Blvd, Ste 140",Las Vegas,NV,89141,5.0,9,1,"Health & Medical, Nutritionists, Weight Loss Centers, Active Life, Fitness & Instruction, Chiropractors"
191129,Move Out Loud,13 Odana Ct,Madison,WI,53717,4.0,7,1,"Dance Studios, Fitness & Instruction, Active Life"
191143,Pure Barre - Wexford,12091 Perry Hwy,Wexford,PA,15090,5.0,3,1,"Active Life, Barre Classes, Fitness & Instruction"
191161,Dynamic Spine & Sport Rehabilitation,"8951 W Sahara Ave, Ste 190",Las Vegas,NV,89117,4.0,8,1,"Fitness & Instruction, Health & Medical, Sports Medicine, Physical Therapy, Active Life, Doctors, Pilates"
191290,Yoga 101,"105 Front St, Ste 206",Berea,OH,44017,4.5,9,1,"Fitness & Instruction, Yoga, Active Life"
191318,Shakti Yoga,10346 E Morning Star Dr,Scottsdale,AZ,85255,5.0,3,1,"Yoga, Active Life, Fitness & Instruction, Sporting Goods, Trainers, Shopping"
191350,Xtreme Ninja Warrior,"1669 W 130th St, Bldg 6",Hinckley,OH,44233,5.0,4,1,"Active Life, Gyms, Fitness & Instruction, Recreation Centers, Challenge Courses, Trainers, Boot Camps"
191445,Joyful Yoga Studio,"1721 E Warner Rd, Ste C9",Tempe,AZ,85284,4.5,52,1,"Pilates, Fitness & Instruction, Yoga, Barre Classes, Reiki, Health & Medical, Active Life"
191513,VASA Fitness,4255 W Thunderbird Rd,Phoenix,AZ,85053,3.0,50,1,"Yoga, Trainers, Active Life, Gyms, Fitness & Instruction"
191540,Club Pilates - Henderson,"10525 S Eastern Ave, Ste 140",Henderson,NV,89052,4.0,24,1,"Cardio Classes, Barre Classes, Trainers, Fitness & Instruction, Active Life, Pilates, Yoga"
191557,RoboGolfPro Las Vegas,"9731 S Eastern Ave, Ste A-8",Las Vegas,NV,89183,5.0,13,1,"Active Life, Golf Lessons, Fitness & Instruction, Golf, Sporting Goods, Party & Event Planning, Country Clubs, Shopping, Arts & Entertainment, Event Planning & Services, Golf Equipment"
191620,Knockout Fitness,"25225 N Lake Pleasant Pkwy, Ste 1215",Peoria,AZ,85383,3.5,37,1,"Martial Arts, Fitness & Instruction, Active Life, Gyms, Boxing, Trainers"
191655,CrossFit Chaparral,6451 E Shea Blvd,Scottsdale,AZ,85253,5.0,9,1,"Trainers, Fitness & Instruction, Gyms, Active Life"
191764,Orangetheory Fitness Pecos Ranch,"1900 W Germann Rd, Ste 6",Chandler,AZ,85286,4.0,63,1,"Boot Camps, Active Life, Trainers, Fitness & Instruction, Gyms, Interval Training Gyms"
191799,Living Legacy Pilates,44 E Main St,Champaign,IL,61820,4.5,5,1,"Pilates, Trainers, Active Life, Fitness & Instruction"
191813,GoodLife Fitness,100 Country Village Road NE,Calgary,AB,T3K 5Z2,2.0,3,1,"Trainers, Sports Clubs, Active Life, Fitness & Instruction, Gyms"
191835,Fitt 1st,"1450 O'Connor Drive, Building 2, Unit 105",Toronto,ON,M4B 2T8,4.0,4,1,"Active Life, Trainers, Bikes, Shopping, Sporting Goods, Fitness & Instruction, Bike Repair/Maintenance, Local Services"
191852,Yoga Santosha Kensington,821 14 Street NW,Calgary,AB,T2N 2A4,4.5,22,1,"Education, Active Life, Specialty Schools, Yoga, Fitness & Instruction"
191913,Djamboola Fitness,1025 Rue Bélanger,Montréal,QC,H2S,5.0,4,1,"Dance Studios, Social Clubs, Arts & Entertainment, Fitness & Instruction, Active Life"
192062,Naturally Organic Healing Center,"1171 S Buffalo Dr, Ste 110",Las Vegas,NV,89117,5.0,21,1,"Tea Rooms, Vitamins & Supplements, Shopping, Martial Arts, Acupuncture, Medical Centers, Specialty Food, Active Life, Tai Chi, Health Markets, Health & Medical, Fitness & Instruction, Food, Nutritionists"
